,movieId,title,genres,year,abstract
7000,67665,Anvil! The Story of Anvil,"Documentary, Musical",2008,Movie not found on DBpedia by query title.
7001,67695,Observe and Report,"Action, Comedy",2009,Movie not found on DBpedia by query title.
7002,67734,Adventureland,"Comedy, Drama",2009,"Adventureland is a 2009 American comedy-drama film written and directed by Greg Mottola, starring Jesse Eisenberg and Kristen Stewart and co-starring Ryan Reynolds, Kristen Wiig, Bill Hader, Martin Starr, and Margarita Levieva. The film is set in the summer of 1987 when recent college grad James Brennan (Jesse Eisenberg) is making big plans to tour Europe and attend graduate school in pursuit of a career in journalism. However, financial problems force him to look for a summer job instead of traveling abroad, which places him at Adventureland, a run-down amusement park in western Pennsylvania. There he meets Emily Lewin (Kristen Stewart), a co-worker with whom he develops a quick rapport and relationship. Released on April 3, 2009, the film received positive reviews and earned $17.1 million worldwide at the box office. Adventureland was less successful than Greg Mottola's previous film, the 2007 box-office hit Superbad, with a smaller release on 1,862 screens. It was nominated for ""Best Ensemble Cast Performance"" at the 19th Annual Gotham Independent Film Awards."
7003,67788,Confessions of a Shopaholic,"Comedy, Romance",2009,Movie not found on DBpedia by query title.
7004,67799,The Butterfly Effect 3: Revelations,"Drama, Fantasy, Sci-Fi, Thriller",2009,Movie not found on DBpedia by query title.
7005,67888,Man on the Flying Trapeze,Comedy,1935,Movie not found on DBpedia by query title.
7006,67923,"Fast & Furious (Fast and the Furious 4, The)","Action, Crime, Drama, Thriller",2009,Movie not found on DBpedia by query title.
7007,67997,In the Loop,Comedy,2009,Movie not found on DBpedia by query title.
7008,68073,Pirate Radio,"Comedy, Drama",2009,Movie not found on DBpedia by query title.
7009,68135,17 Again,"Comedy, Drama",2009,Movie not found on DBpedia by query title.
7010,68157,Inglourious Basterds,"Action, Drama, War",2009,Movie not found on DBpedia by query title.
7011,68159,State of Play,"Crime, Drama, Thriller",2009,Movie not found on DBpedia by query title.
7012,68194,"Damned United, The",Drama,2009,Movie not found on DBpedia by query title.
7013,68205,Crank: High Voltage,"Action, Comedy, Crime",2009,Movie not found on DBpedia by query title.
7014,68237,Moon,"Drama, Mystery, Sci-Fi, Thriller",2009,"Moon is a 2009 British science fiction drama film co-written and directed by Duncan Jones. The film follows Sam Bell (Sam Rockwell), a man who experiences a personal crisis as he nears the end of a three-year solitary stint mining helium-3 on the far side of the Moon. It was the feature debut of director Duncan Jones. Kevin Spacey voices Sam's robot companion, GERTY. Moon premiered at the 2009 Sundance Film Festival and was released in selected cinemas in New York and Los Angeles on 12 June 2009. The release was expanded to additional theatres in the United States and Toronto on both 3 and 10 July and to the United Kingdom on 17 July. Moon was modestly budgeted and grossed just under $10 million worldwide but was well received by critics. Rockwell's performance found praise as did the film's scientific realism and plausibility. It won numerous film critic and film festival awards and was nominated for Outstanding British Film at the BAFTAs."
7015,68269,"Young Victoria, The","Drama, Romance",2009,Movie not found on DBpedia by query title.
7016,68319,X-Men Origins: Wolverine,"Action, Sci-Fi, Thriller",2009,Movie not found on DBpedia by query title.
7017,68347,Sin Nombre,"Crime, Drama, Thriller",2009,Movie not found on DBpedia by query title.
7018,68358,Star Trek,"Action, Adventure, Sci-Fi, IMAX",2009,Movie not found on DBpedia by query title.
7019,68444,"Great Buck Howard, The",Comedy,2008,Movie not found on DBpedia by query title.
7020,68480,Flatfoot on the Nile (Piedone d'Egitto),"Action, Comedy, Crime",1980,Movie not found on DBpedia by query title.
7021,68486,Red Cliff Part II (Chi Bi Xia: Jue Zhan Tian Xia),"Action, Drama, War",2009,Movie not found on DBpedia by query title.
7022,68522,Earth,Documentary,2007,"Earth (Ukrainian: Земля, translit. Zemlya) is a 1930 Soviet silent film by Ukrainian director Alexander Dovzhenko, concerning the process of collectivization and the hostility of Kulak landowners. It is Part 3 of Dovzhenko's ""Ukraine Trilogy"" (along with Zvenigora and Arsenal)."
7023,68536,Stanley Kubrick: A Life in Pictures,Documentary,2001,Movie not found on DBpedia by query title.
7024,68552,Crossing Over,Drama,2009,Movie not found on DBpedia by query title.
7025,68554,Angels & Demons,"Crime, Drama, Mystery, Thriller",2009,Movie not found on DBpedia by query title.
7026,68597,Scorpio,"Action, Drama, Thriller",1973,"Scorpio is a 1973 spy film directed by Michael Winner. It stars Burt Lancaster, Alain Delon and Paul Scofield."
7027,68600,Balls Out: Gary the Tennis Coach,Comedy,2009,Movie not found on DBpedia by query title.
7028,68650,Powder Blue,Drama,2009,Movie not found on DBpedia by query title.
7029,68659,Fanboys,"Adventure, Comedy, Drama",2009,"Fanboys is a 2009 comedy film directed by Kyle Newman and starring Sam Huntington, Chris Marquette, Dan Fogler, Jay Baruchel and Kristen Bell. It was released in the United States on February 6, 2009, and in Canada on April 3, 2009."
7030,68791,Terminator Salvation,"Action, Adventure, Sci-Fi, Thriller",2009,Movie not found on DBpedia by query title.
7031,68793,Night at the Museum: Battle of the Smithsonian,"Action, Comedy, IMAX",2009,Movie not found on DBpedia by query title.
7032,68835,Were the World Mine,"Adventure, Fantasy, Musical, Romance",2008,Movie not found on DBpedia by query title.
7033,68848,"Brothers Bloom, The","Adventure, Comedy, Crime, Romance",2008,Movie not found on DBpedia by query title.
7034,68872,Paisan (Paisà),"Drama, War",1946,Movie not found on DBpedia by query title.
7035,68886,I Do: How to Get Married and Stay Single (Prête-moi ta main),"Comedy, Romance",2006,Movie not found on DBpedia by query title.
7036,68932,"Soloist, The","Drama, Musical",2009,Movie not found on DBpedia by query title.
7037,68945,Neon Genesis Evangelion: Death & Rebirth (Shin seiki Evangelion Gekijô-ban: Shito shinsei),"Action, Animation, Mystery, Sci-Fi",1997,Movie not found on DBpedia by query title.
7038,68952,Drag Me to Hell,"Comedy, Horror",2009,Movie not found on DBpedia by query title.
7039,68954,Up,"Adventure, Animation, Children, Drama",2009,"Up is a 1984 American short film directed by Mike Hoover and Tim Huntley. It won an Academy Award in 1985 for Best Short Subject. The film depicts a man who sets an eagle free, then tries to find it in the wild on his hang glider."
