,movieId,title,genres,year,abstract
5000,7727,Protocol,Comedy,1984,"Protocol is a 1984 American comedy film starring Goldie Hawn and Chris Sarandon, written by Buck Henry, and directed by Herbert Ross. Hawn plays a Washington, D.C., cocktail waitress who prevents the assassination of a visiting Arab emir and winds up a national heroine."
5001,7728,"Postman Always Rings Twice, The","Crime, Drama, Film-Noir, Thriller",1946,Movie not found on DBpedia by query title.
5002,7730,Matinee,"Comedy, Drama",1993,"Matinee is a 2012 Malayalam romantic film directed by Aneesh Upasana and starring Maqbool Salmaan and Mythili in the lead roles. The film marks the directorial debut of still photographer Aneesh Upasana while Mammootty's nephew Maqbool Salmaan plays his first lead role. The story is about two person's journey to filmdom and how their life changes on one Friday's matinée show. The film's lead role is played by Maqbool Salmaan who had earlier appeared in a short role in A. K. Saajan's Asuravithu. Maqbool is the nephew of noted actor Mammootty. He is the son of Ibrahimkutty, the younger brother of Mammootty who had been a popular star in the miniscreen. The film is produced by AOPL Entertainment which also launched Mammootty's son Dulquer Salmaan earlier the year through Second Show. Matinee released on 13 December to positive reviews from critics and audiences. The film was appreciated for its realistic approach and the performances by lead actors."
5003,7742,Baxter,"Drama, Horror",1989,Baxter is a 1989 French horror film directed by Jérôme Boivin. The film is based on the novel Hell Hound (1977) by Ken Greenhall. The title character is a murderous white Bull Terrier who tells the story of his search for a proper master in voice-over narration.
5004,7743,Explorers,"Adventure, Children, Sci-Fi",1985,"Explorers is a 1985 American science fiction fantasy family film written by Eric Luke and directed by Joe Dante. The film stars Ethan Hawke, River Phoenix (in their film debuts), and Jason Presson as teenage schoolboys who build a spacecraft to explore outer space. The special effects were produced by Industrial Light & Magic, with make-up effects by Rob Bottin. Rushed into production, the film was never properly finished. Dante revealed that the studio demanded that he stop editing and rush for a July release where it was overshadowed by the Live Aid concert. Despite being a box office flop upon its release, it attracted a cult following when it was later released on VHS."
5005,7745,"Scent of Green Papaya, The (Mùi du du xhan - L'odeur de la papaye verte)",Drama,1993,Movie not found on DBpedia by query title.
5006,7748,Pierrot le fou,"Crime, Drama",1965,Movie not found on DBpedia by query title.
5007,7749,Weekend (a.k.a. Le Week-end) (Week End),Drama,1967,Movie not found on DBpedia by query title.
5008,7753,Tuesdays with Morrie,Drama,1999,Movie not found on DBpedia by query title.
5009,7756,Alexander Nevsky (Aleksandr Nevskiy),"Action, Drama, War",1938,Movie not found on DBpedia by query title.
5010,7757,Jason and the Argonauts,"Action, Adventure, Fantasy",1963,Movie not found on DBpedia by query title.
5011,7762,"Tinker, Tailor, Soldier, Spy","Drama, Thriller",1979,Movie not found on DBpedia by query title.
5012,7766,Throne of Blood (Kumonosu jô),"Action, Drama, Thriller, War",1957,Movie not found on DBpedia by query title.
5013,7767,"Best of Youth, The (La meglio gioventù)",Drama,2003,Movie not found on DBpedia by query title.
5014,7772,Undercurrent,"Film-Noir, Thriller",1946,"Undercurrent is a 1946 film noir drama directed by Vincente Minnelli. The screenplay was written by Edward Chodorov, based on the novel You Were There by Thelma Strabel. The motion picture features Katharine Hepburn, Robert Taylor, Robert Mitchum, and others."
5015,7773,"Bang, Bang, You're Dead",Drama,2002,Movie not found on DBpedia by query title.
5016,7781,Twister,Comedy,1990,"Twister is a 1989 American comedy film starring Suzy Amis, Crispin Glover, Harry Dean Stanton, and Dylan McDermott. It was shot in Wichita, Kansas."
5017,7782,Sniper,"Action, Drama",1993,"Sniper is a 1993 American action film starring Tom Berenger and Billy Zane as snipers on an assassination mission in Panama. It was shot in Queensland, Australia, and debuted at number two in the United States. It initiated the Sniper film series and was followed by five sequels: Sniper 2, Sniper 3, Sniper: Reloaded, Sniper: Legacy and Sniper: Ghost Shooter."
5018,7786,Genghis Blues,Documentary,1999,Movie not found on DBpedia by query title.
5019,7789,"11'09""01 - September 11",Drama,2002,Movie not found on DBpedia by query title.
5020,7792,"Parallax View, The",Thriller,1974,Movie not found on DBpedia by query title.
5021,7802,"Warriors, The","Action, Adventure, Crime, Thriller",1979,Movie not found on DBpedia by query title.
