,movieId,title,genres,year,abstract
1000,1302,Field of Dreams,"Children, Drama, Fantasy",1989,Movie not found on DBpedia by query title.
1001,1303,"Man Who Would Be King, The","Adventure, Drama",1975,Movie not found on DBpedia by query title.
1002,1304,Butch Cassidy and the Sundance Kid,"Action, Western",1969,Movie not found on DBpedia by query title.
1003,1305,"Paris, Texas","Drama, Romance",1984,Movie not found on DBpedia by query title.
1004,1306,Until the End of the World (Bis ans Ende der Welt),"Adventure, Drama, Sci-Fi",1991,Movie not found on DBpedia by query title.
1005,1307,When Harry Met Sally...,"Comedy, Romance",1989,Movie not found on DBpedia by query title.
1006,1310,Hype!,Documentary,1996,"Hype! (1996) is a documentary directed by Doug Pray about the popularity of grunge rock in the early to mid-1990s United States. It incorporates interviews and rare concert footage to trace the steps of grunge, from its subversive inception in neighborhood basements, to its explosion as a pop culture phenomenon. Hype! shows grunge from the point of view of people within the grunge scene, and attempts to dispel some of the myths of the genre promulgated by media hype, hence the title. The movie generally portrays the latter faction in a satirical way, though acknowledges that media hype helped to propel some of these obscure bands to fame, albeit briefly."
1007,1312,Female Perversions,Drama,1996,Movie not found on DBpedia by query title.
1008,1318,Blue Juice,"Comedy, Drama",1995,Movie not found on DBpedia by query title.
1009,1320,Alien³ (a.k.a. Alien 3),"Action, Horror, Sci-Fi, Thriller",1992,Movie not found on DBpedia by query title.
1010,1321,"American Werewolf in London, An","Comedy, Horror, Thriller",1981,Movie not found on DBpedia by query title.
1011,1322,Amityville 1992: It's About Time,Horror,1992,Movie not found on DBpedia by query title.
1012,1323,Amityville 3-D,Horror,1983,Movie not found on DBpedia by query title.
1013,1324,Amityville: Dollhouse,Horror,1996,Movie not found on DBpedia by query title.
1014,1325,Amityville: A New Generation,Horror,1993,Movie not found on DBpedia by query title.
1015,1326,Amityville II: The Possession,Horror,1982,Movie not found on DBpedia by query title.
1016,1327,"Amityville Horror, The","Drama, Horror, Mystery, Thriller",1979,Movie not found on DBpedia by query title.
1017,1328,"Amityville Curse, The",Horror,1990,Movie not found on DBpedia by query title.
1018,1329,Blood for Dracula (Andy Warhol's Dracula),Horror,1974,Movie not found on DBpedia by query title.
1019,1330,April Fool's Day,Horror,1986,Movie not found on DBpedia by query title.
1020,1331,Audrey Rose,Horror,1977,Movie not found on DBpedia by query title.
1021,1332,"Believers, The","Horror, Thriller",1987,Movie not found on DBpedia by query title.
1022,1333,"Birds, The","Horror, Thriller",1963,Movie not found on DBpedia by query title.
1023,1334,"Blob, The","Horror, Sci-Fi",1958,Movie not found on DBpedia by query title.
1024,1335,Blood Beach,"Horror, Mystery",1981,Movie not found on DBpedia by query title.
1025,1336,Body Parts,"Horror, Thriller",1991,Movie not found on DBpedia by query title.
1026,1337,"Body Snatcher, The","Drama, Horror, Thriller",1945,Movie not found on DBpedia by query title.
1027,1339,Dracula (Bram Stoker's Dracula),"Fantasy, Horror, Romance, Thriller",1992,Movie not found on DBpedia by query title.
1028,1340,"Bride of Frankenstein, The (Bride of Frankenstein)","Drama, Horror, Sci-Fi",1935,Movie not found on DBpedia by query title.
1029,1341,Burnt Offerings,Horror,1976,Movie not found on DBpedia by query title.
