,movieId,title,genres,year,abstract
3000,4016,"Emperor's New Groove, The","Adventure, Animation, Children, Comedy, Fantasy",2000,Movie not found on DBpedia by query title.
3001,4017,Pollock,Drama,2000,"Pollock  is a 2000 biographical film which tells the life story of American painter Jackson Pollock. It stars Ed Harris, Marcia Gay Harden, Jennifer Connelly, Robert Knott, Bud Cort, Molly Regan and Sada Thompson, and was directed by Harris. Ed Harris received an Academy Award nomination for Best Actor for his portrayal of Pollock. Marcia Gay Harden won the Academy Award for Best Supporting Actress for portraying Lee Krasner, Pollock's wife. The film was a long-term personal project for Harris based on his previous reading of Pollock's biography."
3002,4018,What Women Want,"Comedy, Romance",2000,Movie not found on DBpedia by query title.
3003,4019,Finding Forrester,Drama,2000,Movie not found on DBpedia by query title.
3004,4020,"Gift, The",Thriller,2000,Movie not found on DBpedia by query title.
3005,4021,Before Night Falls,Drama,2000,Movie not found on DBpedia by query title.
3006,4022,Cast Away,Drama,2000,Movie not found on DBpedia by query title.
3007,4023,"Family Man, The","Comedy, Drama, Romance",2000,Movie not found on DBpedia by query title.
3008,4024,"House of Mirth, The",Romance,2000,Movie not found on DBpedia by query title.
3009,4025,Miss Congeniality,"Comedy, Crime",2000,Movie not found on DBpedia by query title.
3010,4027,"O Brother, Where Art Thou?","Adventure, Comedy, Crime",2000,Movie not found on DBpedia by query title.
3011,4029,State and Main,"Comedy, Drama",2000,Movie not found on DBpedia by query title.
3012,4030,Dracula 2000,Horror,2000,Movie not found on DBpedia by query title.
3013,4031,All the Pretty Horses,"Drama, Romance, Western",2000,Movie not found on DBpedia by query title.
3014,4032,"Everlasting Piece, An",Comedy,2000,Movie not found on DBpedia by query title.
3015,4033,Thirteen Days,"Drama, Thriller, War",2000,Movie not found on DBpedia by query title.
3016,4034,Traffic,"Crime, Drama, Thriller",2000,"Traffic is a 2000 American crime drama film directed by Steven Soderbergh and written by Stephen Gaghan. It explores the illegal drug trade from a number of perspectives: users, enforcers, politicians, and traffickers. Their stories are edited together throughout the film, although some of the characters do not meet each other. The film is an adaptation of the 1989 British Channel 4 television series Traffik. 20th Century Fox, the original financiers of the film, demanded that Harrison Ford play a leading role and that significant changes to the screenplay be made. Soderbergh refused and proposed the script to other major Hollywood studios, but it was rejected because of the three-hour running time and the subject matter—Traffic is more of a political film than most Hollywood productions. USA Films, however, liked the project from the start and offered the filmmakers more money than Fox. Soderbergh operated the camera himself and adopted a distinctive cinematography tint for each story so that audiences could tell them apart. Traffic was critically acclaimed and earned numerous awards, including four Oscars: Best Director for Steven Soderbergh, Best Supporting Actor for Benicio del Toro, Best Adapted Screenplay for Stephen Gaghan and Best Film Editing for Stephen Mirrione. It was also a commercial success with a worldwide box-office revenue total of $207.5 million, well above its estimated $46 million budget. In 2004, USA Network ran a miniseries—also called Traffic—based on this film and the 1989 British television series."
3017,4035,"Claim, The","Romance, Western",2000,Movie not found on DBpedia by query title.
3018,4036,Shadow of the Vampire,"Drama, Horror",2000,Movie not found on DBpedia by query title.
3019,4037,House of Games,"Crime, Film-Noir, Mystery, Thriller",1987,Movie not found on DBpedia by query title.
3020,4039,Annie,"Children, Musical",1982,Annie is a 1976 film about a mistress in Hong Kong.
3021,4040,Don't Tell Mom the Babysitter's Dead,Comedy,1991,Movie not found on DBpedia by query title.
3022,4041,"Officer and a Gentleman, An","Drama, Romance",1982,Movie not found on DBpedia by query title.
3023,4042,"Alamo, The","Action, Drama, War, Western",1960,Movie not found on DBpedia by query title.
3024,4043,At Close Range,"Crime, Drama",1986,Movie not found on DBpedia by query title.
