,movieId,title,genres,year,abstract
4000,5644,"Pride of the Yankees, The",Drama,1942,Movie not found on DBpedia by query title.
4001,5646,Valmont,"Drama, Romance",1989,"Valmont is a 1989 French-American drama film directed by Miloš Forman and starring Colin Firth, Annette Bening, and Meg Tilly. Based on the 1782 French novel Les Liaisons dangereuses by Choderlos de Laclos, and adapted for the screen by Jean-Claude Carrière, the film is about a scheming widow who bets her lover that he cannot corrupt a recently married honorable woman. During the process of seducing the married woman, he ends up falling in love with her. Valmont received an Academy Award nomination for Best Costume Design (Theodor Pištěk)."
4002,5649,Horror of Dracula (Dracula),Horror,1958,Movie not found on DBpedia by query title.
4003,5650,Strange Brew,Comedy,1983,Movie not found on DBpedia by query title.
4004,5651,"Incredible Mr. Limpet, The","Animation, Comedy, War",1964,Movie not found on DBpedia by query title.
4005,5657,Flashback,"Action, Adventure, Comedy, Crime, Drama",1990,"Flashback is a 1969 Italian drama film directed by Raffaele Andreassi. The film received many awards; Globo d'oro, Grolla Silver premium (Saint Vincent), Award of Tourism & Entertainment and Silverstar Festival San Francisco. It was entered into the 1969 Cannes Film Festival and was nominated for the Golden Palm. At the festival the film received standing ovations."
4006,5663,Below,Horror,2002,"Below is a 2002 American World War II mystery horror film directed by David Twohy, written by Darren Aronofsky, Lucas Sussman, and Twohy, and stars Bruce Greenwood, Olivia Williams, Matthew Davis, Holt McCallany, Scott Foley, Zach Galifianakis, Jason Flemyng, and Dexter Fletcher. The film tells the story of a United States Navy submarine that experiences a series of supernatural events while on patrol in the Atlantic Ocean in 1943. Below was filmed on location in Lake Michigan for exteriors (using the World War II-era U.S. Navy submarine USS Silversides) and at Pinewood Studios. The film was released theatrically on October 11, 2002 to mixed reviews from critics."
4007,5664,Brown Sugar,Romance,2002,Movie not found on DBpedia by query title.
4008,5665,Knockaround Guys,"Action, Comedy, Crime",2002,Movie not found on DBpedia by query title.
4009,5666,"Rules of Attraction, The","Comedy, Drama, Romance, Thriller",2002,Movie not found on DBpedia by query title.
4010,5667,Tuck Everlasting,"Drama, Fantasy",2002,Movie not found on DBpedia by query title.
4011,5668,White Oleander,Drama,2002,Movie not found on DBpedia by query title.
4012,5669,Bowling for Columbine,Documentary,2002,Movie not found on DBpedia by query title.
4013,5670,Comedian,"Comedy, Documentary",2002,"Comedian is a 2002 documentary film focusing on Jerry Seinfeld that explores the other side of stand-up comedy; that is, the preparation, politics, nerves, creativity, and so on. The film also features an up-and-coming comic named Orny Adams as he struggles to make it in show business. Many other recognizable comedians also make at least a cameo, including Colin Quinn, Greg Giraldo, Jim Norton, Ray Romano, Godfrey, Chris Rock, George Wallace, Mario Joyner, Jay Leno, Tom Papa, and Bill Cosby. The film's unusual trailer featured famous voice-over artist Hal Douglas speaking in a recording booth. The film was theatrically released in the United States on October 11, 2002 and grossed about $2.8 million domestically."
4014,5672,Pokemon 4 Ever (a.k.a. Pokémon 4: The Movie),"Adventure, Animation, Children, Fantasy",2002,Movie not found on DBpedia by query title.
4015,5673,Punch-Drunk Love,"Comedy, Drama, Romance",2002,Movie not found on DBpedia by query title.
4016,5675,Swept Away,"Comedy, Romance",2002,Movie not found on DBpedia by query title.
4017,5678,Formula 51,"Action, Comedy, Crime, Thriller",2001,Movie not found on DBpedia by query title.
4018,5679,"Ring, The","Horror, Mystery, Thriller",2002,Movie not found on DBpedia by query title.
4019,5680,Auto Focus,"Crime, Drama",2002,Movie not found on DBpedia by query title.
4020,5682,"Grey Zone, The",Drama,2001,Movie not found on DBpedia by query title.
4021,5684,Naqoyqatsi,Documentary,2002,"Naqoyqatsi (/nɑːkɔɪˈkɑːtsi/ NAH-koy-KAH-tsee), also known as Naqoyqatsi: Life as War, is a 2002 film directed by Godfrey Reggio and edited by Jon Kane, with music composed by Philip Glass. It is the third and final film in the Qatsi trilogy. Naqoyqatsi is a Hopi word (more correctly written naqö̀yqatsi) meaning ""life as war"". In the film's closing credits, Naqoyqatsi is also translated as ""civilized violence"" and ""a life of killing each other"". While Koyaanisqatsi and Powaqqatsi examine modern life in industrial countries and the conflict between encroaching industrialization and traditional ways of life, using slow motion and time-lapse footage of cities and natural landscapes, about eighty percent of Naqoyqatsi uses archive footage and stock images manipulated and processed digitally on non-linear editing (non-sequential) workstations and intercut with specially-produced computer generated imagery to demonstrate society's transition from a natural environment to a technology-based one. Reggio described the process as ""virtual cinema""."
4022,5685,Real Women Have Curves,"Comedy, Drama",2002,Movie not found on DBpedia by query title.
4023,5688,Tully,Drama,2000,Tully is a 1974 Australian TV movie about an English investigator who traces a cache of stolen art treasures.
4024,5689,Billy Bathgate,"Crime, Drama",1991,Movie not found on DBpedia by query title.
4025,5690,Grave of the Fireflies (Hotaru no haka),"Animation, Drama, War",1988,Movie not found on DBpedia by query title.
4026,5693,Saturday Night Fever,"Comedy, Drama, Romance",1977,Movie not found on DBpedia by query title.
4027,5694,Staying Alive,"Comedy, Drama, Musical",1983,Movie not found on DBpedia by query title.
4028,5696,Urban Cowboy,Drama,1980,Movie not found on DBpedia by query title.
4029,5699,Tom Horn,Western,1980,Movie not found on DBpedia by query title.
4030,5700,The Pumaman,"Action, Adventure, Fantasy, Sci-Fi",1980,Movie not found on DBpedia by query title.
4031,5704,Without Warning (a.k.a. Alien Warning) (a.k.a. It Came Without Warning),"Horror, Sci-Fi",1980,Movie not found on DBpedia by query title.
4032,5706,...All the Marbles,"Comedy, Drama",1981,Movie not found on DBpedia by query title.
4033,5707,Absence of Malice,"Drama, Romance",1981,Movie not found on DBpedia by query title.
4034,5710,Banana Joe,Comedy,1981,Movie not found on DBpedia by query title.
4035,5712,Blow Out,"Mystery, Thriller",1981,Movie not found on DBpedia by query title.
4036,5720,"Friend Is a Treasure, A (Chi Trova Un Amico, Trova un Tesoro) (Who Finds a Friend Finds a Treasure)","Action, Adventure, Comedy",1981,Movie not found on DBpedia by query title.
4037,5721,"Chosen, The",Drama,1981,Movie not found on DBpedia by query title.
4038,5723,Continental Divide,"Comedy, Romance",1981,Movie not found on DBpedia by query title.
4039,5733,"Eyewitness (Janitor, The)",Thriller,1981,Movie not found on DBpedia by query title.
4040,5735,Faces of Death,"Documentary, Horror",1978,Movie not found on DBpedia by query title.
4041,5736,Faces of Death 3,"Documentary, Horror",1985,Movie not found on DBpedia by query title.
4042,5741,"Woman Next Door, The (Femme d'à côté, La)","Drama, Romance",1981,Movie not found on DBpedia by query title.
4043,5742,First Monday in October,"Comedy, Drama",1981,Movie not found on DBpedia by query title.
4044,5745,"Four Seasons, The","Comedy, Drama",1981,Movie not found on DBpedia by query title.
