,movieId,title,genres,year,abstract
6000,37477,"Man, The","Action, Comedy, Crime",2005,Movie not found on DBpedia by query title.
6001,37495,Survive Style 5+,"Fantasy, Mystery, Romance, Thriller",2004,Movie not found on DBpedia by query title.
6002,37545,Woyzeck,Drama,1979,"Woyzeck [ˈvɔʏtsɛk] is a 1979 German drama film written, produced and directed by Werner Herzog and starring Klaus Kinski and Eva Mattes. It is an adaptation of the unfinished play Woyzeck by German dramatist Georg Büchner."
6003,37720,"Exorcism of Emily Rose, The","Crime, Drama, Horror, Thriller",2005,Movie not found on DBpedia by query title.
6004,37727,Flightplan,"Action, Drama, Thriller",2005,"Flightplan is a 2005 German-American mystery-thriller film directed by Robert Schwentke, written by Peter A. Dowling and Billy Ray, and starring Jodie Foster, Peter Sarsgaard, Erika Christensen, Kate Beahan, Greta Scacchi, and Sean Bean. The film, distributed by Touchstone Pictures, was released theatrically in the United States on September 23, 2005. The basic premise of the plot (albeit with a very different denouement) is quite similar to a 1955 episode of Alfred Hitchcock Presents entitled ""Into Thin Air"", as well as Hitchcock's 1938 film The Lady Vanishes."
6005,37729,Corpse Bride,"Animation, Comedy, Fantasy, Musical, Romance",2005,Movie not found on DBpedia by query title.
6006,37731,Green Street Hooligans (a.k.a. Hooligans),"Crime, Drama",2005,Movie not found on DBpedia by query title.
6007,37733,"History of Violence, A","Action, Crime, Drama, Thriller",2005,Movie not found on DBpedia by query title.
6008,37736,Oliver Twist,Drama,2005,Movie not found on DBpedia by query title.
6009,37739,"Greatest Game Ever Played, The",Drama,2005,Movie not found on DBpedia by query title.
6010,37741,Capote,"Crime, Drama",2005,"Capote is a 2005 biographical film about Truman Capote, following the events during the writing of Capote's non-fiction book In Cold Blood. Philip Seymour Hoffman won several awards, including the Academy Award for Best Actor, for his critically acclaimed portrayal of the title character. The film was based on Gerald Clarke's biography Capote and was directed by Bennett Miller. It was filmed mostly in Manitoba in the autumn of 2004. It was released September 30, 2005, to coincide with Truman Capote's birthday."
6011,37830,Final Fantasy VII: Advent Children,"Action, Adventure, Animation, Fantasy, Sci-Fi",2004,Movie not found on DBpedia by query title.
6012,37844,Roll Bounce,"Comedy, Drama, Romance",2005,Movie not found on DBpedia by query title.
6013,37853,Into the Blue,"Action, Adventure, Crime, Thriller",2005,Movie not found on DBpedia by query title.
6014,37857,MirrorMask,"Adventure, Children, Drama, Fantasy",2005,Movie not found on DBpedia by query title.
6015,38038,Wallace & Gromit in The Curse of the Were-Rabbit,"Adventure, Animation, Children, Comedy",2005,Movie not found on DBpedia by query title.
6016,38061,Kiss Kiss Bang Bang,"Comedy, Crime, Mystery, Thriller",2005,Movie not found on DBpedia by query title.
6017,38095,"Bittersweet Life, A (Dalkomhan insaeng)","Action, Crime, Drama",2005,Movie not found on DBpedia by query title.
6018,38159,"Short Film About Love, A (Krótki film o milosci)","Drama, Romance",1988,Movie not found on DBpedia by query title.
6019,38164,"All This, and Heaven Too","Drama, Romance",1940,Movie not found on DBpedia by query title.
6020,38198,Darwin's Nightmare,Documentary,2004,Movie not found on DBpedia by query title.
6021,38294,Beowulf & Grendel,"Action, Adventure, Drama, Fantasy",2005,Movie not found on DBpedia by query title.
6022,38304,No Direction Home: Bob Dylan,Documentary,2005,Movie not found on DBpedia by query title.
6023,38388,Goal! The Dream Begins (Goal!),Drama,2005,Movie not found on DBpedia by query title.
6024,38583,"Wraith, The","Action, Horror, Sci-Fi, Thriller",1986,Movie not found on DBpedia by query title.
6025,38798,In Her Shoes,"Comedy, Drama",2005,Movie not found on DBpedia by query title.
6026,38886,"Squid and the Whale, The","Comedy, Drama",2005,Movie not found on DBpedia by query title.
6027,38992,Two for the Money,Drama,2005,Movie not found on DBpedia by query title.
6028,39183,Brokeback Mountain,"Drama, Romance",2005,Movie not found on DBpedia by query title.
6029,39231,Elizabethtown,"Comedy, Drama, Romance",2005,"Elizabethtown is a 2005 American romantic tragicomedy film written and directed by Cameron Crowe, and starring Orlando Bloom and Kirsten Dunst. Alec Baldwin has a small role as a CEO of an athletic shoe company and Susan Sarandon appears as a grieving widow. The movie's title comes from its primary location, Elizabethtown, Kentucky. It is unrelated to Elizabethtown, Pennsylvania or Elizabethtown College."
